Mod:Item:MetaData, Localized Name
hbm:tile.barrel_antimatter, Магнитный контейнер для антиматерии
hbm:tile.machine_battery_potato, Картофельная батарея
hbm:tile.machine_battery, Энергохранилище
hbm:tile.machine_lithium_battery, Литий-ионное энергохранилище
hbm:tile.machine_schrabidium_battery, Шрабидиевое энергохранилище
hbm:tile.machine_dineutronium_battery, Спарк-энергохранилище
hbm:tile.machine_fensu, ЭМЭХ
hbm:tile.capacitor_bus, Шина конденсатора
hbm:tile.capacitor_copper, Медный конденсатор
hbm:tile.capacitor_gold, Золотой конденсатор
hbm:tile.capacitor_niobium, Ниобиевый конденсатор
hbm:tile.capacitor_tantalium, Танталовый конденсатор
hbm:tile.capacitor_schrabidate, Шрабидатовый конденсатор
hbm:tile.machine_transformer, Трансформатор 10k-20Гц
hbm:tile.machine_transformer_20, Трансформатор 10k-1Гц
hbm:tile.machine_transformer_dnt, Трансформатор ДНТ-20Гц
hbm:tile.machine_transformer_dnt_20, Трансформатор ДНТ-1Гц
hbm:tile.machine_converter_he_rf, Конвертер энергии HE в RF
hbm:tile.machine_converter_rf_he, Конвертер энергии RF в HE
hbm:tile.machine_electric_furnace_off, Электрическая печь
hbm:tile.machine_electric_furnace_on, Электрическая печь
hbm:tile.machine_arc_furnace_off, Дуговая печь
hbm:tile.machine_arc_furnace_on, Дуговая печь
hbm:tile.machine_microwave, Микроволновка
hbm:tile.machine_assembler, Сборочная машина
hbm:tile.machine_assemfac, Сборочный завод
hbm:tile.machine_chemplant, Химическая установка
hbm:tile.machine_chemfac, Химический завод
hbm:tile.machine_arc_welder, Дуговой сварщик
hbm:tile.machine_soldering_station, Паяльный стол
hbm:tile.machine_arc_furnace, Электрическая дуговая печь
hbm:tile.machine_mixer, Промышленный смеситель
hbm:tile.machine_fluidtank, Цистерна
hbm:tile.machine_bat9000, Охереть-большая цистерна 9000
hbm:tile.machine_orbus, Тяжёлый магнитный контейнер для антиматерии
hbm:tile.machine_boiler_off, Нагреватель нефти
hbm:tile.machine_steam_engine, Паровой двигатель
hbm:tile.machine_turbine, Паровая турбина
hbm:tile.machine_large_turbine, Промышленная паровая турбина
hbm:tile.machine_chungus, Паровая турбина "Левиафан"
hbm:tile.machine_condenser, Конденсатор пара
hbm:tile.machine_tower_small, Вспомогательная градирня
hbm:tile.machine_tower_large, Градирня
hbm:tile.machine_condenser_powered, Мощный конденсатор пара
hbm:tile.machine_deuterium_extractor, Экстрактор тяжёлой воды
hbm:tile.machine_deuterium_tower, Колонна очистки дейтерия сульфидным процессом Гирдлера
hbm:tile.machine_liquefactor, Промышленный разжижитель
hbm:tile.machine_solidifier, Промышленный отвердитель
hbm:tile.machine_compressor, Компрессор
hbm:tile.machine_electrolyser, Электролизёр
hbm:tile.machine_waste_drum, Бочка с отработанным топливом
hbm:tile.machine_storage_drum, Бочка для захоронения ядерных отходов
hbm:tile.machine_shredder, Измельчитель
hbm:tile.machine_well, Нефтяная вышка
hbm:tile.machine_pumpjack, Станок-качалка
hbm:tile.machine_fracking_tower, Башня гидроразрыва пласта
hbm:tile.machine_flare, Газовая башня
hbm:tile.chimney_brick, Дымовая труба
hbm:tile.chimney_industrial, Промышленная дымовая труба
hbm:tile.machine_refinery, Нефтеперерабатывающий завод
hbm:tile.machine_vacuum_distill, Вакуумный нефтеперерабатывающий завод
hbm:tile.machine_fraction_tower, Ректификационная колонна
hbm:tile.fraction_spacer, Разделитель ректификационной колонны
hbm:tile.machine_catalytic_cracker, Башня каталитического крекинга
hbm:tile.machine_catalytic_reformer, Каталитический реформер
hbm:tile.machine_hydrotreater, Гидроочиститель
hbm:tile.machine_coker, Коксовая установка
hbm:tile.machine_autosaw, Автоматическая пила
hbm:tile.machine_excavator, Большой горный бур
hbm:tile.machine_ore_slopper, Переработчик бедроковой руды
hbm:tile.machine_mining_laser, Шахтёрский лазер
hbm:tile.barricade, Мешки с песком
hbm:tile.machine_turbofan, Турбовентилятор
hbm:tile.machine_turbinegas, Газовая турбина комбинированного цикла
hbm:tile.machine_schrabidium_transmutator, Шрабидиевый трансмутатор
hbm:tile.machine_teleporter, Телепорт
hbm:tile.teleanchor, Телепортационный якорь
hbm:tile.field_disturber, Подавитель высокоэнергитических полей
hbm:tile.machine_satlinker, Менеджер ID спутников
hbm:tile.machine_keyforge, Стол мастера по замкам
hbm:tile.machine_armor_table, Стол модификации брони
hbm:tile.machine_forcefield, Излучатель силового поля
hbm:tile.radiorec, FM радио
hbm:tile.radiobox, Коробка управления вредителями Розенберга
hbm:tile.struct_launcher, Блок-компонент пусковой площадки
hbm:tile.struct_scaffold, Подмосток пусковой площадки
hbm:tile.struct_launcher_core, Compact Launch Pad Core Component
hbm:tile.struct_launcher_core_large, Ядро большой пусковой площадки
hbm:tile.struct_soyuz_core, Ядро стартовой площадки Союза
hbm:tile.struct_iter_core, Ядро термоядерного реактора
hbm:tile.struct_plasma_core, Ядро нагревателя плазмы
hbm:tile.struct_watz_core, Ядро Ватцз-реактора
hbm:tile.struct_icf_core, Ядро инерциального термоядерного реактора (ICF)
hbm:tile.absorber, Поглотитель радиации
hbm:tile.absorber_red, Продвинутый поглотитель радиации
hbm:tile.absorber_green, Усовершенствованный поглотитель радиации
hbm:tile.absorber_pink, Элитный поглотитель радиации
hbm:tile.decon, Обеззараживатель игрока
hbm:tile.transission_hatch, tile.transission_hatch.name
hbm:tile.machine_solar_boiler, Бойлер солнечной башни
hbm:tile.solar_mirror, Зеркало-гелиостат
hbm:tile.factory_titanium_hull, Корпус базовой фабрики
hbm:tile.factory_advanced_hull, Корпус усовершенствованной фабрики
hbm:tile.cm_block:0, Корпус машины из стали
hbm:tile.cm_block:1, Корпус машины из продвинутого сплава
hbm:tile.cm_block:2, Корпус машины из деша
hbm:tile.cm_block:3, Корпус машины из технециевой стали
hbm:tile.cm_sheet:0, Лист из стали
hbm:tile.cm_sheet:1, Лист из продвинутого сплава
hbm:tile.cm_sheet:2, Лист из деша
hbm:tile.cm_sheet:3, Лист из технециевой стали
hbm:tile.cm_engine:0, Моторный блок
hbm:tile.cm_engine:1, Моторный блок из деша
hbm:tile.cm_engine:2, Моторный блок из висмута
hbm:tile.cm_tank:0, Бак из стали
hbm:tile.cm_tank:1, Бак из продвинутого сплава
hbm:tile.cm_tank:2, Бак из деша
hbm:tile.cm_tank:3, Бак из технециевой стали
hbm:tile.cm_circuit:0, Блок микросхем 1-го уровня
hbm:tile.cm_circuit:1, Блок микросхем 2-го уровня
hbm:tile.cm_circuit:2, Блок микросхем 3-го уровня
hbm:tile.cm_circuit:3, Блок микросхем 4-го уровня
hbm:tile.cm_circuit:4, Блок микросхем 5-го уровня
hbm:tile.cm_port:0, Люк из стали
hbm:tile.cm_port:1, Люк из продвинутого сплава
hbm:tile.cm_port:2, Люк из деша
hbm:tile.cm_port:3, Люк из технециевой стали
hbm:tile.cm_flux, Приемник нейтронного потока
hbm:tile.cm_heat, Теплоприемник
hbm:tile.custom_machine_anchor, Якорь для кастомных машин
hbm:tile.pwr_fuel, Топливный стержень ВВЭР
hbm:tile.pwr_control, Регулирующие стержни ВВЭР
hbm:tile.pwr_channel, Каналы с охладителем ВВЭР
hbm:tile.pwr_heatex, Теплообменник ВВЭР
hbm:tile.pwr_heatsink, Радиатор ВВЭР
hbm:tile.pwr_neutron_source, Источник нейтронов ВВЭР
hbm:tile.pwr_reflector, Нейтронный отражатель ВВЭР
hbm:tile.pwr_casing, Внешняя обшивка ВВЭР
hbm:tile.pwr_port, Люк доступа ВВЭР
hbm:tile.pwr_controller, Контроллер ВВЭР
hbm:tile.pwr_block, Водо-водяной энергетический реактор (ВВЭР)
hbm:tile.fusion_conductor:0, Сверхпроводящий магнит
hbm:tile.fusion_conductor:1, Сверхпроводящий магнит (Сваренный)
hbm:tile.fusion_center, Центральный элемент магнита
hbm:tile.fusion_motor, Элемент магнитного мотора
hbm:tile.fusion_heater, Компонент нагревателя плазмы
hbm:tile.fusion_hatch, Люк доступа термоядерного реактора
hbm:tile.plasma, Плазма
hbm:tile.iter, Термоядерный реактор
hbm:tile.plasma_heater, Нагреватель плазмы
